"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 20 22:49:28 MSK 2022","Tue Sep 20 22:49:33 MSK 2022","4586","","tests\example.spec.js","","","","homepage has Playwright in title and get started link linking to the intro page",""
